,sentence,monetary_topic,sentence_root,select,temp_score,dic_score_0,dic_score_1,dic_score_2,dic_score_3,dic_score_4,dic_score_5,dic_score_6,dic_score_7,dic_score_8
613,"which highlights the challenges faced by oil exporters with fixed exchange rate regimes for example , Venezuela , Ecuador",0.0,highlight challenge face oil exporter fixed exchange rate regime example Venezuela Ecuador,0.5121792003039723,False,False,False,False,False,False,False,False,False,False
264,Joint efforts by deficit and surplus economies to rebalance global demand would reduce excess external imbalances while sustaining growth,0.0,Joint effort deficit surplus economy rebalance global demand would reduce excess external imbalance sustain growth,0.512363065919315,False,False,False,False,False,False,False,False,False,False
278,"For example , some labor market reforms benefit employment more",0.0,example labor market reform benefit employment,0.5130835607803257,False,False,False,False,False,False,False,False,False,False
500,"which can be reversed quickly , has few obvious direct downsides",0.0,can be reverse have few obvious direct downside,0.5160630455047449,False,False,False,False,False,False,False,False,False,False
494,The Fed has signaled,0.0,Fed have signal,0.5172122796434588,False,False,False,False,False,False,False,False,False,False
275,The principles laid out below are intended to establish common ground for the design and implementation of policies during the exit from extraordinary support measures taken during the crisis,0.0,principle lay be intend establish common ground design implementation policy exit extraordinary support measure take crisis,0.5173662001316697,False,False,False,False,False,False,False,False,False,False
284,as weak balance sheets and confidence are likely to weigh on credit availability,0.0,weak balance sheet confidence be likely weigh credit availability,0.5187733044155106,False,False,False,False,False,False,False,False,False,False
543,"Additional unconventional monetary support targeted long term refinancing operations , lower collateral haircuts could also help reduce fragmentation and restore monetary transmission",1.0,additional unconventional monetary support target long term refinancing operation lower collateral haircut could help reduce fragmentation restore monetary transmission,0.5200427506990497,True,True,True,True,False,False,False,False,False,False
828,when to raise interest rates and the second is,0.0,raise interest rate second be,0.5213265070946347,False,False,False,False,False,False,False,False,False,False
808,Central banks will need to devise plans to exit from unconventional measures to ensure a smooth return to private intermediation and to forestall concerns,0.0,central bank will need devise plan exit unconventional measure ensure smooth return private intermediation forestall concern,0.522846249965201,True,True,True,True,True,False,False,False,False,False
507,Financial stability risks related to a prolonged period of low interest rates bring macro prudential policies to the forefront,0.0,Financial stability risk relate prolonged period low interest rate bring macro prudential policy forefront,0.5228699829010661,False,False,False,False,False,False,False,False,False,False
883,and the monetary union,0.0,monetary union,0.5246273647009628,False,False,False,False,False,False,False,False,False,False
571,"Widespread financial , fiscal , and structural impediments need to be addressed to bolster growth and financial stability",0.0,widespread financial fiscal structural impediment need be address bolster growth financial stability,0.5281388424482232,False,False,False,False,False,False,False,False,False,False
593,Government budgetary policies are in the process of moving from stimulus to consolidation,0.0,Government budgetary policy be process move stimulus consolidation,0.5289064794748094,False,False,False,False,False,False,False,False,False,False
287,"as the output gap , core inflation falls , and inflation expectations are well anchored",0.0,output gap core inflation fall inflation expectation be anchor,0.5296874650137333,False,False,False,False,False,False,False,False,False,False
36,The financial sector remains the Achilles ' heel of recovery prospects for private demand,0.0,financial sector remain Achilles heel recovery prospects private demand,0.5300340814626855,False,False,False,False,False,False,False,False,False,False
726,Policy priorities are thus for a coherent macroeconomic policy mix with a credible nominal anchor and good communication,0.0,Policy priority be coherent macroeconomic policy mix credible nominal anchor good communication,0.5347539177108225,False,False,False,False,False,False,False,False,False,False
141,"It would also be beneficial to reorient spending notably , to protect vulnerable sections of society against commodity price increases",0.0,would be beneficial reorient spending protect vulnerable section society commodity price increase,0.536738638693628,False,False,False,False,False,False,False,False,False,False
704,"However , imbalances based on current policy trajectories are projected to widen again , signaling the need for further underlying adjustment",0.0,imbalance base current policy trajectory be project widen signal need further underlie adjustment,0.5368286784625982,False,False,False,False,False,False,False,False,False,False
200,It will be important to have clarity on the process and objectives,0.0,will be important have clarity process objective,0.5387889614487376,False,False,False,False,False,False,False,False,False,False
37,Swift implementation and an expansion of the EU scheme to provide public and private investment would raise growth in the short and and have positive spillovers in the region,0.0,Swift implementation expansion EU scheme provide public private investment would raise growth short have positive spillover region,0.5388883294149874,False,False,False,False,False,False,False,False,False,False
349,"Accordingly , unemployment is not forecast to be much higher in 2010 than before the crisis ,",0.0,unemployment be forecast be higher crisis,0.5398230877654066,False,False,False,False,False,False,False,False,False,False
727,"An effective response requires strengthening supervision and frameworks , as well as addressing corporate and banking sector vulnerabilities",0.0,effective response require strengthen supervision framework address corporate banking sector vulnerability,0.5410466954349817,False,False,False,False,False,False,False,False,False,False
660,"Achieving fiscal sustainability will be a difficult and prolonged process , making it imperative for consolidation to begin as soon",0.0,achieve fiscal sustainability will be difficult prolonged process make imperative consolidation begin,0.543059009041513,False,False,False,False,False,False,False,False,False,False
729,"If needed to support demand , fiscal policy provided space",0.0,need support demand fiscal policy provide space,0.5444502627082785,False,False,False,False,False,False,False,False,False,False
64,There is an urgent need for structural reforms to raise potential output in both advanced and emerging economies,0.0,be urgent need structural reform raise potential output advanced emerge economy,0.5469916938729152,False,False,False,False,False,False,False,False,False,False
309,"slack is absorbed , or",0.0,slack be absorb,0.5470694549777734,False,False,False,False,False,False,False,False,False,False
139,"There is a clear case for the Fed to proceed along a very gradual upward path for the fed funds rate , conscious of global disinflationary trends and confirming along the way",0.0,be clear case Fed proceed gradual upward path feed fund rate conscious global disinflationary trend confirm way,0.5487366313646347,False,False,False,False,False,False,False,False,False,False
651,"central bank actions as well as public interventions have improved the functioning of money , foreign exchange , and commercial paper markets",0.0,central bank action public intervention have improve functioning money foreign exchange commercial paper market,0.5488278205153913,False,False,False,False,False,False,False,False,False,False
