,sentence,subsentence1,subsentence2
710,"In economies with broadly balanced external positions, monetary tightening may be complicated, as it could amplify exchange rate pressures","In economies with broadly balanced external positions , monetary tightening may be complicated , as it could amplify exchange rate pressures ","In economies with broadly balanced external positions , monetary tightening may be complicated ,"
711,"In economies with broadly balanced external positions, monetary tightening may be complicated, as it could amplify exchange rate pressures","In economies with broadly balanced external positions , monetary tightening may be complicated , as it could amplify exchange rate pressures ",as it could amplify exchange rate pressures
712,"The Fed’s policy should thus remain accommodative, including through its UMP, as benefits still outweigh the costs","The Fed 's policy should thus remain accommodative , including through its UMP , as benefits still outweigh the costs ","The Fed 's policy should thus remain accommodative , including through its UMP ,"
713,"The Fed’s policy should thus remain accommodative, including through its UMP, as benefits still outweigh the costs","The Fed 's policy should thus remain accommodative , including through its UMP , as benefits still outweigh the costs ",as benefits still outweigh the costs
714,"Where inflation targeting frameworks are already established, improving the transparency of instruments and policy objectives can provide further assurance that contractionary shocks will be absorbed.","Where inflation targeting frameworks are already established , improving the transparency of instruments","Where inflation targeting frameworks are already established , improving the transparency of instruments"
715,"Where inflation targeting frameworks are already established, improving the transparency of instruments and policy objectives can provide further assurance that contractionary shocks will be absorbed.",policy objectives can provide further assurance that contractionary shocks will be absorbed .,policy objectives can provide further assurance
716,"Where inflation targeting frameworks are already established, improving the transparency of instruments and policy objectives can provide further assurance that contractionary shocks will be absorbed.",policy objectives can provide further assurance that contractionary shocks will be absorbed .,that contractionary shocks will be absorbed .
717,"Notwithstanding conceptual difficulties in gauging effectiveness, central bank actions (as well as public interventions) have improved the functioning of money, foreign exchange, and commercial paper markets","Notwithstanding conceptual difficulties in gauging effectiveness , central bank actions as well as public interventions have improved the functioning of money , foreign exchange , and commercial paper markets ","Notwithstanding conceptual difficulties in gauging effectiveness , central bank actions as well as public interventions"
718,"Notwithstanding conceptual difficulties in gauging effectiveness, central bank actions (as well as public interventions) have improved the functioning of money, foreign exchange, and commercial paper markets","Notwithstanding conceptual difficulties in gauging effectiveness , central bank actions as well as public interventions have improved the functioning of money , foreign exchange , and commercial paper markets ","have improved the functioning of money , foreign exchange , and commercial paper markets"
719,and support for them and their banks provided via the ESM would relieve funding pressures and break the adverse feedback loops between sovereigns and banks,and support for them and their banks provided via the ESM would relieve funding pressures and break the adverse feedback loops between sovereigns and banks ,and support
720,and support for them and their banks provided via the ESM would relieve funding pressures and break the adverse feedback loops between sovereigns and banks,and support for them and their banks provided via the ESM would relieve funding pressures and break the adverse feedback loops between sovereigns and banks ,for them and their banks provided via the ESM would relieve funding pressures and break the adverse feedback loops between sovereigns and banks
721,"Exchange rate flexibility, alongside credible macroeconomic policies and frameworks, has also proven to be an essential tool in coping with volatile capital flows","Exchange rate flexibility , alongside credible macroeconomic policies and frameworks , has also proven to be an essential tool in coping with volatile capital flows ","Exchange rate flexibility , alongside credible macroeconomic policies and frameworks , has also proven to be an essential tool in coping with volatile capital flows"
722,Monetary policy frameworks will also need to pay renewed attention to the role of asset prices and financial stability in the pursuit of their core mandates,Monetary policy frameworks will also need to pay renewed attention to the role of asset prices and financial stability in the pursuit of their core mandates ,Monetary policy frameworks will also need to pay renewed attention to the role of asset prices and financial stability in the pursuit of their core mandates
723,"As some start exiting UMP, well-calibrated communication and cooperation will be key to avoid or manage bouts of financial market volatility","As some start exiting UMP , well-calibrated communication and cooperation will be key to avoid or manage bouts of financial market volatility ","As some start exiting UMP , well-calibrated communication and cooperation will be key to avoid or manage bouts of financial market volatility"
724,and more confidence in policymakers’ ability to act decisively,and more confidence in policymakers ' ability to act decisively ,and more confidence in policymakers ' ability to act decisively
725,"Accommodative monetary policies remain essential in many advanced economies, given still sizable output gaps","Accommodative monetary policies remain essential in many advanced economies , given still sizable output gaps ","Accommodative monetary policies remain essential in many advanced economies , given still sizable output gaps"
726,"Current differences in monetary policy conditions could give rise to larger capital inflows to emerging market countries, accentuating the need for policies to encourage rebalancing the global sources of demand","Current differences in monetary policy conditions could give rise to larger capital inflows to emerging market countries , accentuating the need for policies to encourage rebalancing the global sources of demand ","Current differences in monetary policy conditions could give rise to larger capital inflows to emerging market countries , accentuating the need for policies to encourage rebalancing the global sources of demand"
727,"Achieving fiscal sustainability will be a difficult and prolonged process, making it imperative for consolidation to begin as soon as there is clear evidence of self-sustaining recovery","Achieving fiscal sustainability will be a difficult and prolonged process , making it imperative for consolidation to begin as soon as there is clear evidence of self-sustaining recovery ","Achieving fiscal sustainability will be a difficult and prolonged process , making it imperative for consolidation to begin as soon"
728,"Achieving fiscal sustainability will be a difficult and prolonged process, making it imperative for consolidation to begin as soon as there is clear evidence of self-sustaining recovery","Achieving fiscal sustainability will be a difficult and prolonged process , making it imperative for consolidation to begin as soon as there is clear evidence of self-sustaining recovery ",as there is clear evidence of self-sustaining recovery
729,8 Where fiscal space is a constraint—for example because of particularly high levels of public debt or other concerns—consolidation efforts should be gradual and as growth-friendly as possible,8 Where fiscal space is a constraint for example because of particularly high levels of public debt or other concerns consolidation efforts should be gradual and as growth-friendly as possible ,Where fiscal space is a constraint for example
730,8 Where fiscal space is a constraint—for example because of particularly high levels of public debt or other concerns—consolidation efforts should be gradual and as growth-friendly as possible,8 Where fiscal space is a constraint for example because of particularly high levels of public debt or other concerns consolidation efforts should be gradual and as growth-friendly as possible ,because of particularly high levels of public debt or other concerns consolidation efforts should be gradual and as growth-friendly as possible
731,"While approaches have differed, major central banks have acted effectively to support economic activity and credit creation","While approaches have differed , major central banks have acted effectively to support economic activity and credit creation ","While approaches have differed , major central banks have acted effectively to support economic activity and credit creation"
732,"China should build on recent efforts to address financial vulnerabilities by continuing regulatory/supervisory tightening, greater recognition of bad assets, more market-based credit allocation, and gradually reducing monetary policy accommodation if core inflation picks up","China should build on recent efforts to address financial vulnerabilities by continuing regulatory/supervisory tightening , greater recognition of bad assets , more market-based credit allocation , and gradually reducing monetary policy accommodation if core inflation picks up ","China should build on recent efforts to address financial vulnerabilities by continuing regulatory/supervisory tightening , greater recognition of bad assets , more market-based credit allocation , and gradually reducing monetary policy accommodation"
733,"China should build on recent efforts to address financial vulnerabilities by continuing regulatory/supervisory tightening, greater recognition of bad assets, more market-based credit allocation, and gradually reducing monetary policy accommodation if core inflation picks up","China should build on recent efforts to address financial vulnerabilities by continuing regulatory/supervisory tightening , greater recognition of bad assets , more market-based credit allocation , and gradually reducing monetary policy accommodation if core inflation picks up ",if core inflation picks up
734,Requirements differ across countries,Requirements differ across countries ,Requirements differ across countries
735,"An early agreement on credible medium-term deficit reduction would provide the space to fund investments in infrastructure, to raise productivity and innovation, and enhance workers’ skills","An early agreement on credible medium-term deficit reduction would provide the space to fund investments in infrastructure , to raise productivity and innovation , and enhance workers ' skills ","An early agreement on credible medium-term deficit reduction would provide the space to fund investments in infrastructure , to raise productivity and innovation , and enhance workers ' skills"
736,"In Japan, further monetary easing may also be needed to reach the 1 percent inflation goal","In Japan , further monetary easing may also be needed to reach the 1 percent inflation goal ","In Japan , further monetary easing may also be needed to reach the 1 percent inflation goal"
737,The pace of recapitalization needs to be accelerated in order to provide cushions against asset losses or shocks to liquidity,The pace of recapitalization needs to be accelerated in order to provide cushions against asset losses or shocks to liquidity ,The pace of recapitalization needs to be accelerated in order to provide cushions against asset losses or shocks to liquidity
738,"In the United States, monetary policy normalization should continue to be gradual and data driven","In the United States , monetary policy normalization should continue to be gradual and data driven ","In the United States , monetary policy normalization should continue to be gradual and data driven"
739,"In those economies with broadly balanced external positions, monetary tightening may be complicated as it could attract capital inflows that undermine competitiveness","In those economies with broadly balanced external positions , monetary tightening may be complicated as it could attract capital inflows that undermine competitiveness ","In those economies with broadly balanced external positions , monetary tightening may be complicated"
740,"In those economies with broadly balanced external positions, monetary tightening may be complicated as it could attract capital inflows that undermine competitiveness","In those economies with broadly balanced external positions , monetary tightening may be complicated as it could attract capital inflows that undermine competitiveness ",as it could attract capital inflows
741,"In those economies with broadly balanced external positions, monetary tightening may be complicated as it could attract capital inflows that undermine competitiveness","In those economies with broadly balanced external positions , monetary tightening may be complicated as it could attract capital inflows that undermine competitiveness ",that undermine competitiveness
742,"In many advanced economies, the financial sector remains the Achilles heel of recovery prospects for private demand","In many advanced economies , the financial sector remains the Achilles heel of recovery prospects for private demand ","In many advanced economies , the financial sector remains the Achilles heel of recovery prospects for private demand"
743,"To forestall this adverse circuit, the ECB’s monetary policy should be highly accommodative, consistent with its mandate of ensuring price stability","To forestall this adverse circuit , the ECB 's monetary policy should be highly accommodative , consistent with its mandate of ensuring price stability ","To forestall this adverse circuit , the ECB 's monetary policy should be highly accommodative , consistent with its mandate of ensuring price stability"
744,"Emerging economies face starkly diverse cyclical positions, but the emphasis should generally be on enhancing resilience (as discussed below)","Emerging economies face starkly diverse cyclical positions ,","Emerging economies face starkly diverse cyclical positions ,"
745,"Emerging economies face starkly diverse cyclical positions, but the emphasis should generally be on enhancing resilience (as discussed below)",the emphasis should generally be on enhancing resilience as discussed below ,the emphasis should generally be on enhancing resilience
746,"Emerging economies face starkly diverse cyclical positions, but the emphasis should generally be on enhancing resilience (as discussed below)",the emphasis should generally be on enhancing resilience as discussed below ,as discussed below
747,"In Japan, monetary policy has helped lift inflation and inflation expectations","In Japan , monetary policy has helped lift inflation and inflation expectations ","In Japan , monetary policy has helped lift inflation and inflation expectations"
748,"In emerging Europe, the scope for monetary easing has been limited by the risk of exacerbating capital outflows","In emerging Europe , the scope for monetary easing has been limited by the risk of exacerbating capital outflows ",In emerging
749,"In emerging Europe, the scope for monetary easing has been limited by the risk of exacerbating capital outflows","In emerging Europe , the scope for monetary easing has been limited by the risk of exacerbating capital outflows ","Europe , the scope for monetary easing has been limited by the risk of exacerbating capital outflows"
750,"The Federal Reserve, Bank of England, and Bank of Japan should stand ready to continue or expand their deployment of unconventional measures, if needed","The Federal Reserve , Bank of England , and Bank of Japan should stand ready to continue or expand their deployment of unconventional measures , if needed ","The Federal Reserve , Bank of England , and Bank of Japan should stand ready to continue or expand their deployment of unconventional measures ,"
751,"The Federal Reserve, Bank of England, and Bank of Japan should stand ready to continue or expand their deployment of unconventional measures, if needed","The Federal Reserve , Bank of England , and Bank of Japan should stand ready to continue or expand their deployment of unconventional measures , if needed ",if needed
752,"Central banks have been at the forefront of the policy response to the recent global slowdown, and should continue supporting the recovery, while managing risks to price stability In advanced economies, monetary policy should remain very accommodative and central banks should stand ready to do more if needed","Central banks have been at the forefront of the policy response to the recent global slowdown , and should continue supporting the recovery , while managing risks to price stability In advanced economies , monetary policy should remain very accommodative and central banks should stand ready to do more if needed ","Central banks have been at the forefront of the policy response to the recent global slowdown , and should continue supporting the recovery ,"
753,"Central banks have been at the forefront of the policy response to the recent global slowdown, and should continue supporting the recovery, while managing risks to price stability In advanced economies, monetary policy should remain very accommodative and central banks should stand ready to do more if needed","Central banks have been at the forefront of the policy response to the recent global slowdown , and should continue supporting the recovery , while managing risks to price stability In advanced economies , monetary policy should remain very accommodative and central banks should stand ready to do more if needed ","while managing risks to price stability In advanced economies , monetary policy should remain very accommodative and central banks should stand ready to do more if needed"
754,"As the priority in major advanced economies is to put in place sound medium-term fiscal programs, tightening monetary policies prematurely, as fiscal support is phased out, could undercut global recovery","As the priority in major advanced economies is to put in place sound medium-term fiscal programs , tightening monetary policies prematurely , as fiscal support is phased out , could undercut global recovery ","As the priority in major advanced economies is to put in place sound medium-term fiscal programs , tightening monetary policies prematurely ,"
755,"As the priority in major advanced economies is to put in place sound medium-term fiscal programs, tightening monetary policies prematurely, as fiscal support is phased out, could undercut global recovery","As the priority in major advanced economies is to put in place sound medium-term fiscal programs , tightening monetary policies prematurely , as fiscal support is phased out , could undercut global recovery ","as fiscal support is phased out , could undercut global recovery"
756,"The unbalanced recovery across economies suggests that low inflation would pose challenges to central banks, although to a different degree","The unbalanced recovery across economies suggests that low inflation would pose challenges to central banks , although to a different degree ",The unbalanced recovery across economies suggests
757,"The unbalanced recovery across economies suggests that low inflation would pose challenges to central banks, although to a different degree","The unbalanced recovery across economies suggests that low inflation would pose challenges to central banks , although to a different degree ","that low inflation would pose challenges to central banks , although to a different degree"
758,Comprehensive and ambitious consolidation plans and entitlement reform are instrumental given tradeoffs facing fiscal policy,Comprehensive and ambitious consolidation plans and entitlement reform are instrumental given tradeoffs facing fiscal policy ,Comprehensive and ambitious consolidation plans and entitlement reform are instrumental given tradeoffs facing fiscal policy
759,"In emerging market economies, solid policy frameworks will be crucial","In emerging market economies , solid policy frameworks will be crucial ","In emerging market economies , solid policy frameworks will be crucial"
760,"Where inflation is still well below targets, monetary policy should remain expansionary, using all available instruments—for example, in Japan and the euro area","Where inflation is still well below targets , monetary policy should remain expansionary , using all available instruments for example , in Japan and the euro area ","Where inflation is still well below targets , monetary policy should remain expansionary , using all available instruments for example , in Japan and the euro area"
761,"With nominal policy rates still at or close to the zero lower bound in many economies, monetary policy must remain accommodative, including through unconventional measures, to reduce risks to activity from low inflation and prolonged weak demand","With nominal policy rates still at or close to the zero lower bound in many economies , monetary policy must remain accommodative , including through unconventional measures , to reduce risks to activity from low inflation and prolonged weak demand ","With nominal policy rates still at or close to the zero lower bound in many economies , monetary policy must remain accommodative , including through unconventional measures , to reduce risks to activity from low inflation and prolonged weak demand"
762,Further advancing the process of financial restructuring and balance sheet repair (including bank recapitalization) remains a priority to achieve a healthy financial system,Further advancing the process of financial restructuring and balance sheet repair including bank recapitalization remains a priority to achieve a healthy financial system ,Further advancing the process of financial restructuring and balance sheet repair including bank recapitalization remains a priority to achieve a healthy financial system
763,"Forceful fiscal and monetary stimulus and financial sector support have helped ease financial stress and played an important role in supporting activity, but may need to be maintained for some time","Forceful fiscal and monetary stimulus and financial sector support have helped ease financial stress and played an important role in supporting activity , but may need to be maintained for some time ","Forceful fiscal and monetary stimulus and financial sector support have helped ease financial stress and played an important role in supporting activity , but may need to be maintained for some time"
764,"One such option could be a longer term LTRO combined with a review of current collateral policies, particularly on loans to SMEs","One such option could be a longer term LTRO combined with a review of current collateral policies , particularly on loans to SMEs ","One such option could be a longer term LTRO combined with a review of current collateral policies , particularly on loans to SMEs"
765,"Economies with external surpluses should provide room for monetary tightening by allowing currencies to appreciate, while economies with external deficits may need to consider tightening macroprudential measures or using capital flow management measures in conjunction with monetary tightening","Economies with external surpluses should provide room for monetary tightening by allowing currencies to appreciate , while economies with external deficits may need to consider tightening macroprudential measures or using capital flow management measures in conjunction with monetary tightening ","Economies with external surpluses should provide room for monetary tightening by allowing currencies to appreciate ,"
766,"Economies with external surpluses should provide room for monetary tightening by allowing currencies to appreciate, while economies with external deficits may need to consider tightening macroprudential measures or using capital flow management measures in conjunction with monetary tightening","Economies with external surpluses should provide room for monetary tightening by allowing currencies to appreciate , while economies with external deficits may need to consider tightening macroprudential measures or using capital flow management measures in conjunction with monetary tightening ",while economies with external deficits may need to consider tightening macroprudential measures or using capital flow management measures in conjunction with monetary tightening
767,"Some will have to strengthen their monetary frameworks to avert the possibility that depreciation will lead to persistently higher inflation and further depreciation, and to adapt to the prospects of a protracted deterioration in terms of trade","Some will have to strengthen their monetary frameworks to avert the possibility that depreciation will lead to persistently higher inflation and further depreciation , and to adapt to the prospects of a protracted deterioration in terms of trade ",Some will have to strengthen their monetary frameworks to avert the possibility
768,"Some will have to strengthen their monetary frameworks to avert the possibility that depreciation will lead to persistently higher inflation and further depreciation, and to adapt to the prospects of a protracted deterioration in terms of trade","Some will have to strengthen their monetary frameworks to avert the possibility that depreciation will lead to persistently higher inflation and further depreciation , and to adapt to the prospects of a protracted deterioration in terms of trade ","that depreciation will lead to persistently higher inflation and further depreciation , and to adapt to the prospects of a protracted deterioration in terms of trade"
769,"Importantly, not all countries should adjust in the same way, to the same extent, or at the same time, lest their efforts become self-defeating","Importantly , not all countries should adjust in the same way , to the same extent , or at the same time , lest their efforts become self-defeating ","Importantly , not all countries should adjust in the same way , to the same extent , or at the same time ,"
770,"Importantly, not all countries should adjust in the same way, to the same extent, or at the same time, lest their efforts become self-defeating","Importantly , not all countries should adjust in the same way , to the same extent , or at the same time , lest their efforts become self-defeating ",lest their efforts become self-defeating
771,"An effective monetary policy communication strategy will remain essential, particularly in an environment of higher financial market volatility","An effective monetary policy communication strategy will remain essential , particularly in an environment of higher financial market volatility ","An effective monetary policy communication strategy will remain essential , particularly in an environment of higher financial market volatility"
772,"Reestablishing confidence and resolving the current crisis requires a cohesive, comprehensive, and cooperative package of policies across the G-20","Reestablishing confidence and resolving the current crisis requires a cohesive , comprehensive , and cooperative package of policies across the G-20 ","Reestablishing confidence and resolving the current crisis requires a cohesive , comprehensive , and cooperative package of policies across the G-20"
773,"However, imbalances—based on current policy trajectories—are projected to widen again, signaling the need for further underlying adjustment","However , imbalances based on current policy trajectories are projected to widen again , signaling the need for further underlying adjustment ","However , imbalances based on current policy trajectories are projected to widen again , signaling the need for further underlying adjustment"
774,"In a majority of advanced countries, output gaps remain negative, weak labor markets threaten to permanently scar especially the young in the workforce, and inflation is low and far off target","In a majority of advanced countries , output gaps remain negative , weak labor markets threaten to permanently scar especially the young in the workforce ,","In a majority of advanced countries , output gaps remain negative , weak labor markets threaten to permanently scar especially the young in the workforce ,"
775,"In a majority of advanced countries, output gaps remain negative, weak labor markets threaten to permanently scar especially the young in the workforce, and inflation is low and far off target",inflation is low and far off target ,inflation is low and far off target
776,"In countries facing too-low growth and too-high inflation, macroeconomic policies will have to weigh possible trade-offs","In countries facing too-low growth and too-high inflation , macroeconomic policies will have to weigh possible trade-offs ","In countries facing too-low growth and too-high inflation , macroeconomic policies will have to weigh possible trade-offs"
777,"A heavy reliance on unconventional monetary policy (UMP), for example, has had overall positive effects and has bought time but needs support from other policies to succeed","A heavy reliance on unconventional monetary policy UMP , for example , has had overall positive effects and has bought time but needs support from other policies to succeed ","A heavy reliance on unconventional monetary policy UMP , for example , has had overall positive effects and has bought time but needs support from other policies to succeed"
778,"In all but the most vulnerable countries, automatic stabilizers should be allowed to operate fully and, where stabilizers are small, temporary support (such as extended unemployment benefits or wage subsidies) could be continued","In all but the most vulnerable countries , automatic stabilizers should be allowed to operate fully","In all but the most vulnerable countries , automatic stabilizers should be allowed to operate fully"
779,"In all but the most vulnerable countries, automatic stabilizers should be allowed to operate fully and, where stabilizers are small, temporary support (such as extended unemployment benefits or wage subsidies) could be continued",", where stabilizers are small , temporary support such as extended unemployment benefits or wage subsidies could be continued ","where stabilizers are small , temporary support such"
780,"In all but the most vulnerable countries, automatic stabilizers should be allowed to operate fully and, where stabilizers are small, temporary support (such as extended unemployment benefits or wage subsidies) could be continued",", where stabilizers are small , temporary support such as extended unemployment benefits or wage subsidies could be continued ",as extended unemployment benefits or wage subsidies could be continued
781,The effectiveness of the easing in Japan would be enhanced by broadening asset purchases to include more equities and corporate bonds and government bonds with longer maturities and by simultaneously adopting broad structural and fiscal reforms to achieve a sustained recovery,The effectiveness of the easing in Japan would be enhanced by broadening asset purchases to include more equities and corporate bonds and government bonds with longer maturities and by simultaneously adopting broad structural and fiscal reforms to achieve a sustained recovery ,The effectiveness of the easing in Japan would be enhanced by broadening asset purchases to include more equities and corporate bonds and government bonds with longer maturities and by simultaneously adopting broad structural and fiscal reforms to achieve a sustained recovery
782,"Progress on medium-term fiscal reform would also help quell concerns about political pressure on central banks to keep interest rates too low longer than warranted, given the massive purchases by various central banks of government paper since 2008","Progress on medium-term fiscal reform would also help quell concerns about political pressure on central banks to keep interest rates too low longer than warranted , given the massive purchases by various central banks of government paper since 2008 ",Progress on medium-term fiscal reform would also help quell concerns about political pressure on central banks to keep interest rates too low longer
783,"Progress on medium-term fiscal reform would also help quell concerns about political pressure on central banks to keep interest rates too low longer than warranted, given the massive purchases by various central banks of government paper since 2008","Progress on medium-term fiscal reform would also help quell concerns about political pressure on central banks to keep interest rates too low longer than warranted , given the massive purchases by various central banks of government paper since 2008 ","than warranted , given the massive purchases by various central banks of government paper since 2008"
784,"In the euro area, policymakers should work together to demonstrate their continuing commitment to the E.U","In the euro area , policymakers should work together to demonstrate their continuing commitment to the E.U","In the euro area , policymakers should work together to demonstrate their continuing commitment to the E.U"
785,"Monetary policy can respond more quickly to achieve the desired level of overall stimulus, when fiscal retrenchment begins","Monetary policy can respond more quickly to achieve the desired level of overall stimulus , when fiscal retrenchment begins ","Monetary policy can respond more quickly to achieve the desired level of overall stimulus ,"
786,"Monetary policy can respond more quickly to achieve the desired level of overall stimulus, when fiscal retrenchment begins","Monetary policy can respond more quickly to achieve the desired level of overall stimulus , when fiscal retrenchment begins ",when fiscal retrenchment begins
787,"Policies that eliminate distortions to domestic demand in key emerging economies would strengthen prospects for external demand rebalancing, supporting a more robust recovery in both emerging and advanced economies","Policies that eliminate distortions to domestic demand in key emerging economies would strengthen prospects for external demand rebalancing , supporting a more robust recovery in both emerging and advanced economies ","that eliminate distortions to domestic demand in key emerging economies would strengthen prospects for external demand rebalancing , supporting a more robust recovery in both emerging and advanced economies"
788,"Monetary policy can remain accommodative in the major advanced countries, but central banks need to prepare and clearly communicate credible strategies for unwinding the extraordinary monetary policy support","Monetary policy can remain accommodative in the major advanced countries ,","Monetary policy can remain accommodative in the major advanced countries ,"
789,"Monetary policy can remain accommodative in the major advanced countries, but central banks need to prepare and clearly communicate credible strategies for unwinding the extraordinary monetary policy support",central banks need to prepare and clearly communicate credible strategies for unwinding the extraordinary monetary policy support ,central banks need to prepare and clearly communicate credible strategies for unwinding the extraordinary monetary policy support
790,"The scale of fiscal adjustment required is large to ensure debt sustainability and to restore room for policy maneuver, particularly in advanced economies","The scale of fiscal adjustment required is large to ensure debt sustainability and to restore room for policy maneuver , particularly in advanced economies ","The scale of fiscal adjustment required is large to ensure debt sustainability and to restore room for policy maneuver , particularly in advanced economies"
791,"Vulnerabilities are currently masked by unusually accommodative monetary conditions, but the window of opportunity to prepare the financial system against potential systemic shocks could close unexpectedly","Vulnerabilities are currently masked by unusually accommodative monetary conditions ,","Vulnerabilities are currently masked by unusually accommodative monetary conditions ,"
792,"Vulnerabilities are currently masked by unusually accommodative monetary conditions, but the window of opportunity to prepare the financial system against potential systemic shocks could close unexpectedly",the window of opportunity to prepare the financial system against potential systemic shocks could close unexpectedly ,the window of opportunity to prepare the financial system against potential systemic shocks could close unexpectedly
793,Monetary Policy: Accommodative in Advanced Economies,Monetary Policy : Accommodative in Advanced Economies ,Monetary Policy : Accommodative in Advanced Economies
794,"Given excess capacity, recent signs that growth has slowed, and planned fiscal consolidation, current monetary policy accommodation should remain as long as medium-term inflation expectations remain well-anchored","Given excess capacity , recent signs that growth has slowed , and planned fiscal consolidation , current monetary policy accommodation should remain as long as medium-term inflation expectations remain well-anchored ","Given excess capacity , recent signs"
795,"Given excess capacity, recent signs that growth has slowed, and planned fiscal consolidation, current monetary policy accommodation should remain as long as medium-term inflation expectations remain well-anchored","Given excess capacity , recent signs that growth has slowed , and planned fiscal consolidation , current monetary policy accommodation should remain as long as medium-term inflation expectations remain well-anchored ","that growth has slowed , and planned fiscal consolidation , current monetary policy accommodation should remain as long"
796,"Given excess capacity, recent signs that growth has slowed, and planned fiscal consolidation, current monetary policy accommodation should remain as long as medium-term inflation expectations remain well-anchored","Given excess capacity , recent signs that growth has slowed , and planned fiscal consolidation , current monetary policy accommodation should remain as long as medium-term inflation expectations remain well-anchored ",as medium-term inflation expectations remain well-anchored
797,Efforts to increase revenue mobilization and improve expenditure prioritization should continue,Efforts to increase revenue mobilization and improve expenditure prioritization should continue ,Efforts to increase revenue mobilization and improve expenditure prioritization should continue
798,Policy priorities are thus for a coherent macroeconomic policy mix with a credible nominal anchor and good communication,Policy priorities are thus for a coherent macroeconomic policy mix with a credible nominal anchor and good communication ,Policy priorities are thus for a coherent macroeconomic policy mix with a credible nominal anchor and good communication
799,"An effective response requires strengthening supervision and macro-prudential frameworks, as well as addressing corporate and banking sector vulnerabilities","An effective response requires strengthening supervision and macro-prudential frameworks , as well as addressing corporate and banking sector vulnerabilities ","An effective response requires strengthening supervision and macro-prudential frameworks , as well as addressing corporate and banking sector vulnerabilities"
800,Reducing uncertainties surrounding “Brexit” would help reduce the risk of a protracted tightening of financial conditions,Reducing uncertainties surrounding `` Brexit '' would help reduce the risk of a protracted tightening of financial conditions ,Reducing uncertainties surrounding
801,Reducing uncertainties surrounding “Brexit” would help reduce the risk of a protracted tightening of financial conditions,Reducing uncertainties surrounding `` Brexit '' would help reduce the risk of a protracted tightening of financial conditions ,`` Brexit '' would help reduce the risk of a protracted tightening of financial conditions
802,"If needed to support demand, fiscal policy— provided space is available—may be the appropriate tool in such cases.","If needed to support demand , fiscal policy provided space is available may be the appropriate tool in such cases .","If needed to support demand , fiscal policy provided"
803,"If needed to support demand, fiscal policy— provided space is available—may be the appropriate tool in such cases.","If needed to support demand , fiscal policy provided space is available may be the appropriate tool in such cases .",space is available may be the appropriate tool in such cases .
804,Monetary policy should continue supporting demand given the still-large output gaps and ongoing fiscal consolidation,Monetary policy should continue supporting demand given the still-large output gaps and ongoing fiscal consolidation ,Monetary policy should continue supporting demand given the still-large output gaps and ongoing fiscal consolidation
805,reducing credit spreads in the periphery) is essential to improve the transmission of monetary policy as well as foster sustainable growth,reducing credit spreads in the periphery is essential to improve the transmission of monetary policy as well as foster sustainable growth ,credit spreads in the periphery is essential to improve the transmission of monetary policy as well as foster sustainable growth
806,There is scope for lower ECB policy rates,There is scope for lower ECB policy rates ,There is scope for lower ECB policy rates
807,"If downside risks materialize, the Federal Reserve, Bank of England, and Bank of Japan should stand ready to expand unconventional support","If downside risks materialize , the Federal Reserve , Bank of England , and Bank of Japan should stand ready to expand unconventional support ","If downside risks materialize , the Federal Reserve , Bank of England , and Bank of Japan should stand ready to expand unconventional support"
808,Clear communication of central bank intentions is vital to help avoid new financial excesses or abrupt reversals of capital flows,Clear communication of central bank intentions is vital to help avoid new financial excesses or abrupt reversals of capital flows ,Clear communication of central bank intentions is vital to help avoid new financial excesses or abrupt reversals of capital flows
809,"To tackle structural imbalances, advanced excess-surplus economies should implement policies to reduce barriers to foreign competition and domestic investments in certain sectors, especially services, and to increase labor force participation of the elderly","To tackle structural imbalances , advanced excess-surplus economies should implement policies to reduce barriers to foreign competition and domestic investments in certain sectors , especially services , and to increase labor force participation of the elderly ","To tackle structural imbalances , advanced"
810,"To tackle structural imbalances, advanced excess-surplus economies should implement policies to reduce barriers to foreign competition and domestic investments in certain sectors, especially services, and to increase labor force participation of the elderly","To tackle structural imbalances , advanced excess-surplus economies should implement policies to reduce barriers to foreign competition and domestic investments in certain sectors , especially services , and to increase labor force participation of the elderly ","excess-surplus economies should implement policies to reduce barriers to foreign competition and domestic investments in certain sectors , especially services , and to increase labor force participation of the elderly"
811,"In Brazil, policymakers should stand ready to start unwinding monetary stimulus as the recovery proceeds in order to securely anchor inflation expectations","In Brazil , policymakers should stand ready to start unwinding monetary stimulus as the recovery proceeds in order to securely anchor inflation expectations ","In Brazil , policymakers should stand ready to start unwinding monetary stimulus"
812,"In Brazil, policymakers should stand ready to start unwinding monetary stimulus as the recovery proceeds in order to securely anchor inflation expectations","In Brazil , policymakers should stand ready to start unwinding monetary stimulus as the recovery proceeds in order to securely anchor inflation expectations ",as the recovery proceeds
